Door Type,Active Width,Inactive Width,Height,Interior/ Exterior,Fire Rating,STC,Stiles,Top Rail,Bottom Rail,Mid Rail Width,Mid Rail Top Of Door to CL,Glass ,Finish,Second finish ,Glass Thickness,Welded,STC Stiles,Factory Glaze,Notes,Material Cost,Glass Cost,Kit Cost,Freight,Field Load & Dist,Field Hours,Unit Material Cost,Unit Labor,Counts,Quoted,Vendor
,0,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,0.00,0.00,$0.00 ,0.00,0,FALSE,
