Door Type,Active Width,Inactive Width,Height,Interior/ Exterior,Elevation,Fire Rating,STC,Gauge,Metal Style,Core,Top Cap,Bottom Channel,U Value,R Value,Seam,Finish,Thickness,Kit Manf & Mat'l,Glass Thickness,Factory Glaze,Lite Width,Lite Height,Top Rail,Lock Stile,Mid Rail Width,Mid Rail Top Of Door to CL,Inactive Lite Width,Inactive Lite Height,Inactive Top Rail,Inactive Lock Stile,Inactive Mid Rail Width,Inactive Mid Rail Top Of Door to CL,Notes,Material Cost,Glass Cost,Kit Cost,Freight,Field Load & Dist,Field Hours,Unit Material Cost,Unit Labor,Count,Quoted,Vendor
,0,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,0.00,0.00,$0.00 ,0.00,0,FALSE,
