Frame Type,Open Width,Open Height,Height,Elevation,Fire Rating,STC,Trim,Finish,2nd Finish,Sidelite,Glass Thickness,Wet Glaze,Sidelite Width,Sidelite Height,Applied Stops,2nd Sidelite Width,2nd Sidelite Height,Degree of Miter,Horizonal Mullion,Vertical Mullion,Transom Type,Transom Height,Header Continuous,Jamb Continuous,Notes,Material Cost,Freight,Field Load & Dist,Field Hours,Unit Material Cost,Unit Labor,Count,Quoted,Vendor
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
