family,size,finish,price
AP111,"18""",605/606,49.8
AP111,"18""",611/612,49.8
AP111,"18""",612E,37.4
AP111,"18""",613,49.8
AP111,"18""",613E,37.4
AP111,"18""",622,37.4
AP111,"18""",625/626,49.8
AP111,"18""",628,6.9
AP111,"18""",629,20.0
AP111,"18""",316P,24.1
AP111,"18""",630,2.8
AP111,"18""",316S,7.6
AP111,"18""",710,24.1
AP111,"18""",SPECIAL,1.2
AP111,"24""",605/606,54.6
AP111,"24""",611/612,54.6
AP111,"24""",612E,33.5
AP111,"24""",613,54.6
AP111,"24""",613E,33.5
AP111,"24""",622,33.5
AP111,"24""",625/626,54.6
AP111,"24""",628,47.7
AP111,"24""",629,4.0
AP111,"24""",316P,11.0
AP111,"24""",630,40.7
AP111,"24""",316S,82.9
AP111,"24""",710,11.0
AP111,"24""",SPECIAL,50.7
AP111,"36""",605/606,34.4
AP111,"36""",611/612,34.4
AP111,"36""",612E,98.4
AP111,"36""",613,34.4
AP111,"36""",613E,98.4
AP111,"36""",622,98.4
AP111,"36""",625/626,34.4
AP111,"36""",628,52.0
AP111,"36""",629,48.0
AP111,"36""",316P,60.0
AP111,"36""",630,40.0
AP111,"36""",316S,12.0
AP111,"36""",710,60.0
AP111,"36""",SPECIAL,91.0
AP111,"48""",605/606,14.1
AP111,"48""",611/612,14.1
AP111,"48""",612E,63.2
AP111,"48""",613,14.1
AP111,"48""",613E,63.2
AP111,"48""",622,63.2
AP111,"48""",625/626,14.1
AP111,"48""",628,56.2
AP111,"48""",629,90.2
AP111,"48""",316P,8.9
AP111,"48""",630,39.3
AP111,"48""",316S,41.1
AP111,"48""",710,8.9
AP111,"48""",SPECIAL,26.7
AP112,"8""",605/606,69.2
AP112,"8""",611/612,69.2
AP112,"8""",612E,22.0
AP112,"8""",613,69.2
AP112,"8""",613E,22.0
AP112,"8""",622,22.0
AP112,"8""",625/626,69.2
AP112,"8""",628,30.2
AP112,"8""",629,61.6
AP112,"8""",316P,71.7
AP112,"8""",630,14.5
AP112,"8""",316S,8.8
AP112,"8""",SPECIAL,73.8
AP112,"10""",605/606,21.6
AP112,"10""",611/612,21.6
AP112,"10""",612E,70.1
AP112,"10""",613,21.6
AP112,"10""",613E,70.1
AP112,"10""",622,70.1
AP112,"10""",625/626,21.6
AP112,"10""",628,60.6
AP112,"10""",629,94.9
AP112,"10""",316P,15.1
AP112,"10""",630,43.4
AP112,"10""",316S,46.4
AP112,"10""",SPECIAL,41.6
AP112,"12""",605/606,36.6
AP112,"12""",611/612,36.6
AP112,"12""",612E,83.8
AP112,"12""",613,36.6
AP112,"12""",613E,83.8
AP112,"12""",622,83.8
AP112,"12""",625/626,36.6
AP112,"12""",628,69.3
AP112,"12""",629,4.4
AP112,"12""",316P,27.5
AP112,"12""",630,51.7
AP112,"12""",316S,57.2
AP112,"12""",SPECIAL,58.9
AP112,"18""",605/606,48.9
AP112,"18""",611/612,48.9
AP112,"18""",612E,86.8
AP112,"18""",613,48.9
AP112,"18""",613E,86.8
AP112,"18""",622,86.8
AP112,"18""",625/626,48.9
AP112,"18""",628,34.4
AP112,"18""",629,75.8
AP112,"18""",316P,20.6
AP112,"18""",630,13.8
AP112,"18""",316S,37.9
AP112,"18""",SPECIAL,10.6
AP112,"24""",605/606,53.7
AP112,"24""",611/612,53.7
AP112,"24""",612E,83.0
AP112,"24""",613,53.7
AP112,"24""",613E,83.0
AP112,"24""",622,83.0
AP112,"24""",625/626,53.7
AP112,"24""",628,95.3
AP112,"24""",629,42.4
AP112,"24""",316P,7.5
AP112,"24""",630,71.7
AP112,"24""",316S,13.2
AP112,"24""",SPECIAL,162.4
AP112,"36""",605/606,100.9
AP112,"36""",611/612,100.9
AP112,"36""",612E,9.6
AP112,"36""",613,100.9
AP112,"36""",613E,9.6
AP112,"36""",622,9.6
AP112,"36""",625/626,100.9
AP112,"36""",628,38.6
AP112,"36""",629,99.4
AP112,"36""",316P,12.3
AP112,"36""",630,8.2
AP112,"36""",316S,90.7
AP112,"36""",SPECIAL,486.6
AP121,"48""",605/606,153.3
AP121,"48""",611/612,153.3
AP121,"48""",612E,57.7
AP121,"48""",613,153.3
AP121,"48""",613E,57.7
AP121,"48""",622,57.7
AP121,"48""",625/626,153.3
AP121,"48""",628,69.0
AP121,"48""",629,32.8
AP121,"48""",316P,55.8
AP121,"48""",630,37.2
AP121,"48""",316S,28.3
AP121,"48""",SPECIAL,564.8
AP121,"24""",605/606,55.7
AP121,"24""",611/612,55.7
AP121,"24""",612E,26.2
AP121,"24""",613,55.7
AP121,"24""",613E,26.2
AP121,"24""",622,26.2
AP121,"24""",625/626,55.7
AP121,"24""",628,6.3
AP121,"24""",629,26.0
AP121,"24""",316P,94.8
AP121,"24""",630,96.5
AP121,"24""",316S,55.5
AP121,"24""",710,94.8
AP121,"24""",SPECIAL,79.4
AP121,"36""",605/606,4.6
AP121,"36""",611/612,4.6
AP121,"36""",612E,54.5
AP121,"36""",613,4.6
AP121,"36""",613E,54.5
AP121,"36""",622,54.5
AP121,"36""",625/626,4.6
AP121,"36""",628,50.8
AP121,"36""",629,84.2
AP121,"36""",316P,1.1
AP121,"36""",630,34.1
AP121,"36""",316S,34.3
AP121,"36""",710,1.1
AP121,"36""",SPECIAL,10.6
AP121,"48""",605/606,35.8
AP121,"48""",611/612,35.8
AP121,"48""",612E,66.5
AP121,"48""",613,35.8
AP121,"48""",613E,66.5
AP121,"48""",622,66.5
AP121,"48""",625/626,35.8
AP121,"48""",628,84.9
AP121,"48""",629,31.0
AP121,"48""",316P,92.7
AP121,"48""",630,61.8
AP121,"48""",316S,0.3
AP121,"48""",710,92.7
AP121,"48""",SPECIAL,141.7
AP122,"8""",605/606,64.7
AP122,"8""",611/612,64.7
AP122,"8""",612E,1.3
AP122,"8""",613,64.7
AP122,"8""",613E,1.3
AP122,"8""",622,1.3
AP122,"8""",625/626,64.7
AP122,"8""",628,43.6
AP122,"8""",629,85.8
AP122,"8""",316P,33.7
AP122,"8""",630,22.5
AP122,"8""",316S,49.2
AP122,"10""",605/606,35.8
AP122,"10""",611/612,35.8
AP122,"10""",612E,66.5
AP122,"10""",613,35.8
AP122,"10""",613E,66.5
AP122,"10""",622,66.5
AP122,"10""",625/626,35.8
AP122,"10""",628,84.9
AP122,"10""",629,31.0
AP122,"10""",316P,92.7
AP122,"10""",630,61.8
AP122,"10""",316S,0.3
AP122,"12""",605/606,71.4
AP122,"12""",611/612,71.4
AP122,"12""",612E,99.2
AP122,"12""",613,71.4
AP122,"12""",613E,99.2
AP122,"12""",622,99.2
AP122,"12""",625/626,71.4
AP122,"12""",628,5.5
AP122,"12""",629,53.6
AP122,"12""",316P,22.1
AP122,"12""",630,81.4
AP122,"12""",316S,25.9
AP122,"18""",605/606,60.3
AP122,"18""",611/612,60.3
AP122,"18""",612E,80.7
AP122,"18""",613,60.3
AP122,"18""",613E,80.7
AP122,"18""",622,80.7
AP122,"18""",625/626,60.3
AP122,"18""",628,57.1
AP122,"18""",629,10.1
AP122,"18""",316P,95.8
AP122,"18""",630,30.6
AP122,"18""",316S,89.7
AP122,"24""",605/606,49.2
AP122,"24""",611/612,49.2
AP122,"24""",612E,62.3
AP122,"24""",613,49.2
AP122,"24""",613E,62.3
AP122,"24""",622,62.3
AP122,"24""",625/626,49.2
AP122,"24""",628,8.7
AP122,"24""",629,66.6
AP122,"24""",316P,69.5
AP122,"24""",630,79.7
AP122,"24""",316S,53.6
AP131,"36""",605/606,244.8
AP131,"36""",611/612,244.8
AP131,"36""",612E,141.7
AP131,"36""",613,244.8
AP131,"36""",613E,141.7
AP131,"36""",622,141.7
AP131,"36""",625/626,244.8
AP131,"36""",628,22.1
AP131,"36""",629,90.9
AP131,"36""",316P,31.6
AP131,"36""",630,87.8
AP131,"36""",316S,94.1
AP131,"48""",605/606,333.7
AP131,"48""",611/612,333.7
AP131,"48""",612E,223.2
AP131,"48""",613,333.7
AP131,"48""",613E,223.2
AP131,"48""",622,223.2
AP131,"48""",625/626,333.7
AP131,"48""",628,73.7
AP131,"48""",629,47.4
AP131,"48""",316P,105.3
AP131,"48""",630,36.9
AP131,"48""",316S,57.9
AP131,"24""",605/606,95.0
AP131,"24""",611/612,95.0
AP131,"24""",612E,37.4
AP131,"24""",613,95.0
AP131,"24""",613E,37.4
AP131,"24""",622,37.4
AP131,"24""",625/626,95.0
AP131,"24""",628,3.2
AP131,"24""",629,41.6
AP131,"24""",316P,76.0
AP131,"24""",630,84.0
AP131,"24""",316S,99.2
AP131,"24""",710,76.0
AP131,"24""",SPECIAL,38.2
AP131,"36""",605/606,3.6
AP131,"36""",611/612,3.6
AP131,"36""",612E,28.7
AP131,"36""",613,3.6
AP131,"36""",613E,28.7
AP131,"36""",622,28.7
AP131,"36""",625/626,3.6
AP131,"36""",628,24.2
AP131,"36""",629,74.1
AP131,"36""",316P,48.8
AP131,"36""",630,99.2
AP131,"36""",316S,49.0
AP131,"36""",710,48.8
AP131,"36""",SPECIAL,244.0
AP131,"48""",605/606,146.8
AP131,"48""",611/612,146.8
AP131,"48""",612E,51.8
AP131,"48""",613,146.8
AP131,"48""",613E,51.8
AP131,"48""",622,51.8
AP131,"48""",625/626,146.8
AP131,"48""",628,65.3
AP131,"48""",629,28.6
AP131,"48""",316P,50.4
AP131,"48""",630,33.6
AP131,"48""",316S,23.7
AP131,"48""",710,50.4
AP131,"48""",SPECIAL,553.3
AP132,"8""",605/606,73.1
AP132,"8""",611/612,73.1
AP132,"8""",612E,92.4
AP132,"8""",613,73.1
AP132,"8""",613E,92.4
AP132,"8""",622,92.4
AP132,"8""",625/626,73.1
AP132,"8""",628,64.5
AP132,"8""",629,18.2
AP132,"8""",316P,6.4
AP132,"8""",630,37.6
AP132,"8""",316S,98.9
AP132,"10""",605/606,42.6
AP132,"10""",611/612,42.6
AP132,"10""",612E,56.2
AP132,"10""",613,42.6
AP132,"10""",613E,56.2
AP132,"10""",622,56.2
AP132,"10""",625/626,42.6
AP132,"10""",628,4.8
AP132,"10""",629,62.4
AP132,"10""",316P,64.0
AP132,"10""",630,76.0
AP132,"10""",316S,48.8
AP132,"12""",605/606,112.1
AP132,"12""",611/612,112.1
AP132,"12""",612E,19.9
AP132,"12""",613,112.1
AP132,"12""",613E,19.9
AP132,"12""",622,19.9
AP132,"12""",625/626,112.1
AP132,"12""",628,45.1
AP132,"12""",629,6.6
AP132,"12""",316P,21.6
AP132,"12""",630,14.4
AP132,"12""",316S,98.7
AP132,"18""",605/606,146.8
AP132,"18""",611/612,146.8
AP132,"18""",612E,51.8
AP132,"18""",613,146.8
AP132,"18""",613E,51.8
AP132,"18""",622,51.8
AP132,"18""",625/626,146.8
AP132,"18""",628,65.3
AP132,"18""",629,28.6
AP132,"18""",316P,50.4
AP132,"18""",630,33.6
AP132,"18""",316S,23.7
AP132,"24""",605/606,216.3
AP132,"24""",611/612,216.3
AP132,"24""",612E,115.5
AP132,"24""",613,216.3
AP132,"24""",613E,115.5
AP132,"24""",622,115.5
AP132,"24""",625/626,216.3
AP132,"24""",628,5.6
AP132,"24""",629,72.8
AP132,"24""",316P,8.0
AP132,"24""",630,72.0
AP132,"24""",316S,73.6
AP132,"36""",605/606,285.8
AP132,"36""",611/612,285.8
AP132,"36""",612E,179.3
AP132,"36""",613,285.8
AP132,"36""",613E,179.3
AP132,"36""",622,179.3
AP132,"36""",625/626,285.8
AP132,"36""",628,45.9
AP132,"36""",629,17.0
AP132,"36""",316P,65.6
AP132,"36""",630,10.4
AP132,"36""",316S,23.5
AP142,"48""",605/606,459.6
AP142,"48""",611/612,459.6
AP142,"48""",612E,338.6
AP142,"48""",613,459.6
AP142,"48""",613E,338.6
AP142,"48""",622,338.6
AP142,"48""",625/626,459.6
AP142,"48""",628,46.7
AP142,"48""",629,27.4
AP142,"48""",316P,209.6
AP142,"48""",630,6.4
AP142,"48""",316S,48.3
AP142,"8""",605/606,202.7
AP142,"8""",611/612,202.7
AP142,"8""",612E,103.1
AP142,"8""",613,202.7
AP142,"8""",613E,103.1
AP142,"8""",622,103.1
AP142,"8""",625/626,202.7
AP142,"8""",628,97.7
AP142,"8""",629,64.2
AP142,"8""",316P,96.8
AP142,"8""",630,64.5
AP142,"8""",316S,63.9
AP142,"10""",605/606,262.9
AP142,"10""",611/612,262.9
AP142,"10""",612E,158.2
AP142,"10""",613,262.9
AP142,"10""",613E,158.2
AP142,"10""",622,158.2
AP142,"10""",625/626,262.9
AP142,"10""",628,32.6
AP142,"10""",629,2.4
AP142,"10""",316P,46.6
AP142,"10""",630,97.7
AP142,"10""",316S,7.0
AP142,"12""",605/606,323.0
AP142,"12""",611/612,323.0
AP142,"12""",612E,213.4
AP142,"12""",613,323.0
AP142,"12""",613E,213.4
AP142,"12""",622,213.4
AP142,"12""",625/626,323.0
AP142,"12""",628,67.5
AP142,"12""",629,40.6
AP142,"12""",316P,96.4
AP142,"12""",630,31.0
AP142,"12""",316S,50.2
AP142,"18""",605/606,323.0
AP142,"18""",611/612,323.0
AP142,"18""",612E,213.4
AP142,"18""",613,323.0
AP142,"18""",613E,213.4
AP142,"18""",622,213.4
AP142,"18""",625/626,323.0
AP142,"18""",628,67.5
AP142,"18""",629,40.6
AP142,"18""",316P,96.4
AP142,"18""",630,31.0
AP142,"18""",316S,50.2
AP142,"24""",605/606,383.2
AP142,"24""",611/612,383.2
AP142,"24""",612E,268.5
AP142,"24""",613,383.2
AP142,"24""",613E,268.5
AP142,"24""",622,268.5
AP142,"24""",625/626,383.2
AP142,"24""",628,2.4
AP142,"24""",629,78.8
AP142,"24""",316P,146.3
AP142,"24""",630,64.2
AP142,"24""",316S,93.4
AP142,"36""",605/606,443.3
AP142,"36""",611/612,443.3
AP142,"36""",612E,323.7
AP142,"36""",613,443.3
AP142,"36""",613E,323.7
AP142,"36""",622,323.7
AP142,"36""",625/626,443.3
AP142,"36""",628,37.3
AP142,"36""",629,17.0
AP142,"36""",316P,196.1
AP142,"36""",630,97.4
AP142,"36""",316S,36.6
AP142,"48""",605/606,623.7
AP142,"48""",611/612,623.7
AP142,"48""",612E,489.1
AP142,"48""",613,623.7
AP142,"48""",613E,489.1
AP142,"48""",622,489.1
AP142,"48""",625/626,623.7
AP142,"48""",628,41.9
AP142,"48""",629,31.6
AP142,"48""",316P,345.6
AP142,"48""",630,97.1
AP142,"48""",316S,166.2
AP211,"12""",605/606,251.6
AP211,"12""",611/612,251.6
AP211,"12""",613,251.6
AP211,"12""",613E,180.7
AP211,"12""",622,180.7
AP211,"12""",625/626,251.6
AP211,"12""",628,129.3
AP211,"12""",629,173.8
AP211,"12""",316P,225.2
AP211,"12""",630,139.0
AP211,"12""",316S,180.7
AP211,"12""",710,208.5
AP211,"12""",SPECIAL,340.3
AP211,"18""",605/606,297.7
AP211,"18""",611/612,297.7
AP211,"18""",613,297.7
AP211,"18""",613E,213.9
AP211,"18""",622,213.9
AP211,"18""",625/626,297.7
AP211,"18""",628,153.0
AP211,"18""",629,205.6
AP211,"18""",316P,266.5
AP211,"18""",630,164.5
AP211,"18""",316S,213.9
AP211,"18""",710,246.8
AP211,"18""",SPECIAL,396.7
AP211,"24""",605/606,405.9
AP211,"24""",611/612,405.9
AP211,"24""",613,405.9
AP211,"24""",613E,291.5
AP211,"24""",622,291.5
AP211,"24""",625/626,405.9
AP211,"24""",628,208.6
AP211,"24""",629,280.3
AP211,"24""",316P,363.3
AP211,"24""",630,224.3
AP211,"24""",316S,291.5
AP211,"24""",710,336.4
AP211,"24""",SPECIAL,547.3
AP211,"36""",605/606,584.6
AP211,"36""",611/612,584.6
AP211,"36""",613,584.6
AP211,"36""",613E,419.9
AP211,"36""",622,419.9
AP211,"36""",625/626,584.6
AP211,"36""",628,300.4
AP211,"36""",629,403.8
AP211,"36""",316P,523.3
AP211,"36""",630,323.0
AP211,"36""",316S,419.9
AP211,"36""",710,484.5
AP211,"36""",SPECIAL,792.2
AP221,"48""",605/606,765.6
AP221,"48""",611/612,765.6
AP221,"48""",613,765.6
AP221,"48""",613E,549.9
AP221,"48""",622,549.9
AP221,"48""",625/626,765.6
AP221,"48""",628,393.4
AP221,"48""",629,528.8
AP221,"48""",316P,685.3
AP221,"48""",630,423.0
AP221,"48""",316S,549.9
AP221,"48""",710,634.5
AP221,"48""",SPECIAL,1035.9
AP221,"24""",605/606,495.5
AP221,"24""",611/612,495.5
AP221,"24""",613,495.5
AP221,"24""",613E,355.9
AP221,"24""",622,355.9
AP221,"24""",625/626,495.5
AP221,"24""",628,254.6
AP221,"24""",629,342.2
AP221,"24""",316P,443.5
AP221,"24""",630,273.8
AP221,"24""",316S,355.9
AP221,"24""",710,410.6
AP221,"24""",SPECIAL,668.0
AP221,"1""",605/606,757.5
AP221,"1""",611/612,757.5
AP221,"1""",613,757.5
AP221,"1""",613E,544.1
AP221,"1""",622,544.1
AP221,"1""",625/626,757.5
AP221,"1""",628,389.2
AP221,"1""",629,523.1
AP221,"1""",316P,678.0
AP221,"1""",630,418.5
AP221,"1""",316S,544.1
AP221,"1""",710,627.8
AP221,"1""",SPECIAL,1026.7
AP221,"48""",605/606,1021.7
AP221,"48""",611/612,1021.7
AP221,"48""",613,1021.7
AP221,"48""",613E,733.9
AP221,"48""",622,733.9
AP221,"48""",625/626,1021.7
AP221,"48""",628,525.0
AP221,"48""",629,705.6
AP221,"48""",316P,914.5
AP221,"48""",630,564.5
AP221,"48""",316S,733.9
AP221,"48""",710,846.8
AP221,"48""",SPECIAL,1383.1
AP231,"24""",605/606,782.4
AP231,"24""",611/612,782.4
AP231,"24""",613,782.4
AP231,"24""",613E,561.9
AP231,"24""",622,561.9
AP231,"24""",625/626,782.4
AP231,"24""",628,402.0
AP231,"24""",629,540.3
AP231,"24""",316P,700.2
AP231,"24""",630,432.3
AP231,"24""",316S,561.9
AP231,"24""",710,648.4
AP231,"24""",SPECIAL,1057.8
AP231,"36""",605/606,1024.0
AP231,"36""",611/612,1024.0
AP231,"36""",613,1024.0
AP231,"36""",613E,735.5
AP231,"36""",622,735.5
AP231,"36""",625/626,1024.0
AP231,"36""",628,526.1
AP231,"36""",629,707.2
AP231,"36""",316P,916.5
AP231,"36""",630,565.8
AP231,"36""",316S,735.5
AP231,"36""",710,848.6
AP231,"36""",SPECIAL,1388.9
AP231,"48""",605/606,1269.3
AP231,"48""",611/612,1269.3
AP231,"48""",613,1269.3
AP231,"48""",613E,911.6
AP231,"48""",622,911.6
AP231,"48""",625/626,1269.3
AP231,"48""",628,652.2
AP231,"48""",629,876.6
AP231,"48""",316P,1136.0
AP231,"48""",630,701.3
AP231,"48""",316S,911.6
AP231,"48""",710,1051.9
AP231,"48""",SPECIAL,1717.7
AP311,"18""",630,448.5
AP311,"18""",710,672.8
AP311,"24""",630,524.7
AP311,"24""",710,787.1
AP311,"36""",630,596.5
AP311,"36""",710,894.8
AP311,"48""",630,672.8
AP311,"48""",710,1009.1
AP311,"60""",630,744.5
AP311,"60""",710,1116.8
AP312,"72""",630,820.8
AP312,"72""",710,1231.1
AP312,"18""",630,463.3
AP312,"18""",710,694.9
AP312,"24""",630,537.4
AP312,"24""",710,806.1
AP312,"36""",630,611.5
AP312,"36""",710,917.2
AP312,"48""",630,685.6
AP312,"48""",710,1028.4
AP312,"60""",630,759.7
AP312,"60""",710,1139.6
AP313,"72""",630,833.9
AP313,"72""",710,1250.8
AP313,"18""",630,478.3
AP313,"18""",710,717.4
AP313,"24""",630,554.8
AP313,"24""",710,832.2
AP313,"36""",630,626.5
AP313,"36""",710,939.8
AP313,"48""",630,703.0
AP313,"48""",710,1054.5
AP313,"2""",630,774.8
AP313,"2""",710,1162.1
AP314,"72""",630,851.3
AP314,"72""",710,1276.9
AP314,"18""",630,493.3
AP314,"18""",710,739.9
AP314,"24""",630,567.2
AP314,"24""",710,850.9
AP314,"36""",630,641.2
AP314,"36""",710,961.8
AP314,"48""",630,715.2
AP314,"48""",710,1072.8
AP314,"60""",630,789.2
AP314,"60""",710,1183.8
AP315,"72""",630,868.1
AP315,"72""",710,1302.2
AP315,"18""",630,509.3
AP315,"18""",710,763.9
AP315,"24""",630,580.5
AP315,"24""",710,870.8
AP315,"36""",630,656.9
AP315,"36""",710,985.4
AP315,"48""",630,733.3
AP315,"48""",710,1100.0
AP316,"60""",630,804.6
AP316,"60""",710,1206.9
AP316,"72""",630,881.0
AP316,"72""",710,1321.5
AP316,"18""",630,523.3
AP316,"18""",710,784.9
AP316,"24""",630,596.5
AP316,"24""",710,894.8
AP316,"36""",630,669.8
AP316,"36""",710,1004.6
AP316,"48""",630,748.2
AP316,"48""",710,1122.4
AP316,"2""",630,821.5
AP316,"2""",710,1232.3
AP316,"72""",630,894.8
AP316,"72""",710,1342.1
AP323,"18""",628,188.5
AP323,"18""",313,213.0
AP323,"18""",335,213.0
AP323,"30""",628,201.7
AP323,"30""",313,227.9
AP323,"30""",335,227.9
AP323,"42""",628,211.1
AP323,"42""",313,238.6
AP323,"42""",335,238.6
AP323,"60""",628,250.7
AP323,"60""",313,283.3
AP323,"60""",335,283.3
AP323,"72""",628,275.2
AP323,"72""",313,311.0
AP323,"72""",335,311.0
AP324,"84""",628,301.6
AP324,"84""",313,340.8
AP324,"84""",335,340.8
AP324,"96""",628,328.0
AP324,"96""",313,370.6
AP324,"96""",335,370.6
AP324,"18""",628,232.3
AP324,"18""",313,262.4
AP324,"18""",335,262.4
AP324,"30""",628,243.9
AP324,"30""",313,275.6
AP324,"30""",335,275.6
AP324,"42""",628,253.2
AP324,"42""",313,286.1
AP324,"42""",335,286.1
AP324,"60""",628,295.0
AP324,"60""",313,333.3
AP324,"60""",335,333.3
AP324,"72""",628,320.5
AP324,"72""",313,362.2
AP324,"72""",335,362.2
AP324,"84""",628,346.1
AP324,"84""",313,391.0
AP324,"84""",335,391.0
AP324,"96""",628,371.6
AP324,"96""",313,419.9
AP324,"96""",335,419.9
AP411,"12""",605/606,530.4
AP411,"12""",609,530.4
AP411,"12""",611/612,530.4
AP411,"12""",613,530.4
AP411,"12""",613E,260.0
AP411,"12""",622,260.0
AP411,"12""",628,197.6
AP411,"12""",629,249.6
AP411,"12""",316P,312.0
AP411,"12""",630,208.0
AP411,"12""",316S,260.0
AP411,"12""",SPECIAL,666.9
AP411,"18""",605/606,610.1
AP411,"18""",609,610.1
AP411,"18""",611/612,610.1
AP411,"18""",613,610.1
AP411,"18""",613E,299.1
AP411,"18""",622,299.1
AP411,"18""",628,227.3
AP411,"18""",629,287.1
AP411,"18""",316P,358.9
AP411,"18""",630,239.3
AP411,"18""",316S,299.1
AP411,"18""",SPECIAL,708.2
AP411,"24""",605/606,685.9
AP411,"24""",609,685.9
AP411,"24""",611/612,685.9
AP411,"24""",613,685.9
AP411,"24""",613E,336.3
AP411,"24""",622,336.3
AP411,"24""",628,255.5
AP411,"24""",629,322.8
AP411,"24""",316P,403.5
AP411,"24""",630,269.0
AP411,"24""",316S,336.3
AP411,"24""",SPECIAL,747.3
AP411,"36""",605/606,844.7
AP411,"36""",609,844.7
AP411,"36""",611/612,844.7
AP411,"36""",613,844.7
AP411,"36""",613E,414.1
AP411,"36""",622,414.1
AP411,"36""",628,314.7
AP411,"36""",629,397.5
AP411,"36""",316P,496.9
AP411,"36""",630,331.3
AP411,"36""",316S,414.1
AP411,"36""",SPECIAL,825.5
AP411,"48""",605/606,999.6
AP411,"48""",609,999.6
AP411,"48""",611/612,999.6
AP411,"48""",613,999.6
AP411,"48""",613E,490.0
AP411,"48""",622,490.0
AP411,"48""",628,372.4
AP411,"48""",629,470.4
AP411,"48""",316P,588.0
AP411,"48""",630,392.0
AP411,"48""",316S,490.0
AP411,"48""",SPECIAL,904.9
AP411,"60""",605/606,1110.5
AP411,"60""",609,1110.5
AP411,"60""",611/612,1110.5
AP411,"60""",613,1110.5
AP411,"60""",613E,544.4
AP411,"60""",622,544.4
AP411,"60""",628,413.7
AP411,"60""",629,522.6
AP411,"60""",316P,653.3
AP411,"60""",630,435.5
AP411,"60""",316S,544.4
AP411,"60""",SPECIAL,956.6
AP411,"72""",605/606,1207.4
AP411,"72""",609,1207.4
AP411,"72""",611/612,1207.4
AP411,"72""",613,1207.4
AP411,"72""",613E,591.9
AP411,"72""",622,591.9
AP411,"72""",628,449.8
AP411,"72""",629,568.2
AP411,"72""",316P,710.3
AP411,"72""",630,473.5
AP411,"72""",316S,591.9
AP411,"72""",SPECIAL,1010.6
AP411,"84""",605/606,1310.7
AP411,"84""",609,1310.7
AP411,"84""",611/612,1310.7
AP411,"84""",613,1310.7
AP411,"84""",613E,642.5
AP411,"84""",622,642.5
AP411,"84""",628,488.3
AP411,"84""",629,616.8
AP411,"84""",316P,771.0
AP411,"84""",630,514.0
AP411,"84""",316S,642.5
AP411,"84""",SPECIAL,1064.7
AP412,"96""",605/606,1419.7
AP412,"96""",609,1419.7
AP412,"96""",611/612,1419.7
AP412,"96""",613,1419.7
AP412,"96""",613E,695.9
AP412,"96""",622,695.9
AP412,"96""",628,528.9
AP412,"96""",629,668.1
AP412,"96""",316P,835.1
AP412,"96""",630,556.8
AP412,"96""",316S,695.9
AP412,"96""",SPECIAL,1114.1
AP412,"12""",605/606,631.2
AP412,"12""",609,631.2
AP412,"12""",611/612,631.2
AP412,"12""",613,631.2
AP412,"12""",613E,309.4
AP412,"12""",622,309.4
AP412,"12""",628,235.1
AP412,"12""",629,297.0
AP412,"12""",316P,371.3
AP412,"12""",630,247.5
AP412,"12""",316S,309.4
AP412,"12""",SPECIAL,709.4
AP412,"18""",605/606,707.7
AP412,"18""",609,707.7
AP412,"18""",611/612,707.7
AP412,"18""",613,707.7
AP412,"18""",613E,346.9
AP412,"18""",622,346.9
AP412,"18""",628,263.7
AP412,"18""",629,333.0
AP412,"18""",316P,416.3
AP412,"18""",630,277.5
AP412,"18""",316S,346.9
AP412,"18""",SPECIAL,749.6
AP412,"24""",605/606,788.8
AP412,"24""",609,788.8
AP412,"24""",611/612,788.8
AP412,"24""",613,788.8
AP412,"24""",613E,386.7
AP412,"24""",622,386.7
AP412,"24""",628,293.9
AP412,"24""",629,371.2
AP412,"24""",316P,464.0
AP412,"24""",630,309.3
AP412,"24""",316S,386.7
AP412,"24""",SPECIAL,789.9
AP412,"36""",605/606,946.1
AP412,"36""",609,946.1
AP412,"36""",611/612,946.1
AP412,"36""",613,946.1
AP412,"36""",613E,463.8
AP412,"36""",622,463.8
AP412,"36""",628,352.5
AP412,"36""",629,445.2
AP412,"36""",316P,556.5
AP412,"36""",630,371.0
AP412,"36""",316S,463.8
AP412,"36""",SPECIAL,868.1
AP412,"48""",605/606,1099.6
AP412,"48""",609,1099.6
AP412,"48""",611/612,1099.6
AP412,"48""",613,1099.6
AP412,"48""",613E,539.0
AP412,"48""",622,539.0
AP412,"48""",628,409.6
AP412,"48""",629,517.4
AP412,"48""",316P,646.8
AP412,"48""",630,431.2
AP412,"48""",316S,539.0
AP412,"48""",SPECIAL,947.4
AP412,"60""",605/606,1210.5
AP412,"60""",609,1210.5
AP412,"60""",611/612,1210.5
AP412,"60""",613,1210.5
AP412,"60""",613E,593.4
AP412,"60""",622,593.4
AP412,"60""",628,451.0
AP412,"60""",629,569.6
AP412,"60""",316P,712.0
AP412,"60""",630,474.7
AP412,"60""",316S,593.4
AP412,"60""",SPECIAL,998.0
AP412,"72""",605/606,1316.1
AP412,"72""",609,1316.1
AP412,"72""",611/612,1316.1
AP412,"72""",613,1316.1
AP412,"72""",613E,645.1
AP412,"72""",622,645.1
AP412,"72""",628,490.3
AP412,"72""",629,619.3
AP412,"72""",316P,774.2
AP412,"72""",630,516.1
AP412,"72""",316S,645.1
AP412,"72""",SPECIAL,1053.2
AP412,"84""",605/606,1415.6
AP412,"84""",609,1415.6
AP412,"84""",611/612,1415.6
