family,size,finish,price
AP426,"96""",SPECIAL,1176.2
AP426,"12""",605/606,933.8
AP426,"12""",609,933.8
AP426,"12""",611/612,933.8
AP426,"12""",613,933.8
AP426,"12""",613E,457.7
AP426,"12""",622,457.7
AP426,"12""",628,347.9
AP426,"12""",629,439.4
AP426,"12""",316P,549.3
AP426,"12""",630,366.2
AP426,"12""",316S,457.7
AP426,"12""",SPECIAL,801.4
AP426,"18""",605/606,1002.2
AP426,"18""",609,1002.2
AP426,"18""",611/612,1002.2
AP426,"18""",613,1002.2
AP426,"18""",613E,491.3
AP426,"18""",622,491.3
AP426,"18""",628,373.4
AP426,"18""",629,471.6
AP426,"18""",316P,589.5
AP426,"18""",630,393.0
AP426,"18""",316S,491.3
AP426,"18""",SPECIAL,838.2
AP426,"24""",605/606,1076.5
AP426,"24""",609,1076.5
AP426,"24""",611/612,1076.5
AP426,"24""",613,1076.5
AP426,"24""",613E,527.7
AP426,"24""",622,527.7
AP426,"24""",628,401.0
AP426,"24""",629,506.6
AP426,"24""",316P,633.2
AP426,"24""",630,422.1
AP426,"24""",316S,527.7
AP426,"24""",SPECIAL,875.0
AP426,"36""",605/606,1219.0
AP426,"36""",609,1219.0
AP426,"36""",611/612,1219.0
AP426,"36""",613,1219.0
AP426,"36""",613E,597.6
AP426,"36""",622,597.6
AP426,"36""",628,454.1
AP426,"36""",629,573.6
AP426,"36""",316P,717.1
AP426,"36""",630,478.0
AP426,"36""",316S,597.6
AP426,"36""",SPECIAL,948.5
AP426,"48""",605/606,1360.0
AP426,"48""",609,1360.0
AP426,"48""",611/612,1360.0
AP426,"48""",613,1360.0
AP426,"48""",613E,666.7
AP426,"48""",622,666.7
AP426,"48""",628,506.7
AP426,"48""",629,640.0
AP426,"48""",316P,800.0
AP426,"48""",630,533.3
AP426,"48""",316S,666.7
AP426,"48""",SPECIAL,1023.3
AP426,"60""",605/606,1467.4
AP426,"60""",609,1467.4
AP426,"60""",611/612,1467.4
AP426,"60""",613,1467.4
AP426,"60""",613E,719.3
AP426,"60""",622,719.3
AP426,"60""",628,546.7
AP426,"60""",629,690.6
AP426,"60""",316P,863.2
AP426,"60""",630,575.5
AP426,"60""",316S,719.3
AP426,"60""",SPECIAL,1068.1
AP426,"72""",605/606,1554.7
AP426,"72""",609,1554.7
AP426,"72""",611/612,1554.7
AP426,"72""",613,1554.7
AP426,"72""",613E,762.1
AP426,"72""",622,762.1
AP426,"72""",628,579.2
AP426,"72""",629,731.6
AP426,"72""",316P,914.6
AP426,"72""",630,609.7
AP426,"72""",316S,762.1
AP426,"72""",SPECIAL,1117.6
AP426,"84""",605/606,1660.3
AP426,"84""",609,1660.3
AP426,"84""",611/612,1660.3
AP426,"84""",613,1660.3
AP426,"84""",613E,813.9
AP426,"84""",622,813.9
AP426,"84""",628,618.5
AP426,"84""",629,781.3
AP426,"84""",316P,976.6
AP426,"84""",630,651.1
AP426,"84""",316S,813.9
AP426,"84""",SPECIAL,1167.0
AP426,"96""",605/606,1753.6
AP426,"96""",609,1753.6
AP426,"96""",611/612,1753.6
AP426,"96""",613,1753.6
AP426,"96""",613E,859.6
AP426,"96""",622,859.6
AP426,"96""",628,653.3
AP426,"96""",629,825.2
AP426,"96""",316P,1031.6
AP426,"96""",630,687.7
AP426,"96""",316S,859.6
AP426,"96""",SPECIAL,1215.3
AP427,"12""",605/606,832.4
AP427,"12""",609,832.4
AP427,"12""",611/612,832.4
AP427,"12""",613,832.4
AP427,"12""",613E,408.0
AP427,"12""",622,408.0
AP427,"12""",628,310.1
AP427,"12""",629,391.7
AP427,"12""",316P,489.6
AP427,"12""",630,326.4
AP427,"12""",316S,408.0
AP427,"12""",SPECIAL,762.3
AP427,"18""",605/606,905.6
AP427,"18""",609,905.6
AP427,"18""",611/612,905.6
AP427,"18""",613,905.6
AP427,"18""",613E,443.9
AP427,"18""",622,443.9
AP427,"18""",628,337.4
AP427,"18""",629,426.1
AP427,"18""",316P,532.7
AP427,"18""",630,355.1
AP427,"18""",316S,443.9
AP427,"18""",SPECIAL,799.1
AP427,"24""",605/606,974.9
AP427,"24""",609,974.9
AP427,"24""",611/612,974.9
AP427,"24""",613,974.9
AP427,"24""",613E,477.9
AP427,"24""",622,477.9
AP427,"24""",628,363.2
AP427,"24""",629,458.8
AP427,"24""",316P,573.5
AP427,"24""",630,382.3
AP427,"24""",316S,477.9
AP427,"24""",SPECIAL,835.9
AP427,"36""",605/606,1120.2
AP427,"36""",609,1120.2
AP427,"36""",611/612,1120.2
AP427,"36""",613,1120.2
AP427,"36""",613E,549.1
AP427,"36""",622,549.1
AP427,"36""",628,417.3
AP427,"36""",629,527.1
AP427,"36""",316P,658.9
AP427,"36""",630,439.3
AP427,"36""",316S,549.1
AP427,"36""",SPECIAL,909.5
AP427,"48""",605/606,1263.5
AP427,"48""",609,1263.5
AP427,"48""",611/612,1263.5
AP427,"48""",613,1263.5
AP427,"48""",613E,619.4
AP427,"48""",622,619.4
AP427,"48""",628,470.7
AP427,"48""",629,594.6
AP427,"48""",316P,743.3
AP427,"48""",630,495.5
AP427,"48""",316S,619.4
AP427,"48""",SPECIAL,984.2
AP427,"60""",605/606,1361.1
AP427,"60""",609,1361.1
AP427,"60""",611/612,1361.1
AP427,"60""",613,1361.1
AP427,"60""",613E,667.2
AP427,"60""",622,667.2
AP427,"60""",628,507.1
AP427,"60""",629,640.5
AP427,"60""",316P,800.6
AP427,"60""",630,533.8
AP427,"60""",316S,667.2
AP427,"60""",SPECIAL,1029.0
AP427,"72""",605/606,1461.9
AP427,"72""",609,1461.9
AP427,"72""",611/612,1461.9
AP427,"72""",613,1461.9
AP427,"72""",613E,716.6
AP427,"72""",622,716.6
AP427,"72""",628,544.6
AP427,"72""",629,688.0
AP427,"72""",316P,859.9
AP427,"72""",630,573.3
AP427,"72""",316S,716.6
AP427,"72""",SPECIAL,1078.5
AP428,"84""",605/606,1559.7
AP428,"84""",609,1559.7
AP428,"84""",611/612,1559.7
AP428,"84""",613,1559.7
AP428,"84""",613E,764.5
AP428,"84""",622,764.5
AP428,"84""",628,581.0
AP428,"84""",629,734.0
AP428,"84""",316P,917.4
AP428,"84""",630,611.6
AP428,"84""",316S,764.5
AP428,"84""",SPECIAL,1127.9
AP428,"96""",605/606,1659.2
AP428,"96""",609,1659.2
AP428,"96""",611/612,1659.2
AP428,"96""",613,1659.2
AP428,"96""",613E,813.3
AP428,"96""",622,813.3
AP428,"96""",628,618.1
AP428,"96""",629,780.8
AP428,"96""",316P,976.0
AP428,"96""",630,650.7
AP428,"96""",316S,813.3
AP428,"96""",SPECIAL,1176.2
AP428,"12""",605/606,933.8
AP428,"12""",609,933.8
AP428,"12""",611/612,933.8
AP428,"12""",613,933.8
AP428,"12""",613E,457.7
AP428,"12""",622,457.7
AP428,"12""",628,347.9
AP428,"12""",629,439.4
AP428,"12""",316P,549.3
AP428,"12""",630,366.2
AP428,"12""",316S,457.7
AP428,"12""",SPECIAL,801.4
AP428,"18""",605/606,1002.2
AP428,"18""",609,1002.2
AP428,"18""",611/612,1002.2
AP428,"18""",613,1002.2
AP428,"18""",613E,491.3
AP428,"18""",622,491.3
AP428,"18""",628,373.4
AP428,"18""",629,471.6
AP428,"18""",316P,589.5
AP428,"18""",630,393.0
AP428,"18""",316S,491.3
AP428,"18""",SPECIAL,838.2
AP428,"24""",605/606,1076.5
AP428,"24""",609,1076.5
AP428,"24""",611/612,1076.5
AP428,"24""",613,1076.5
AP428,"24""",613E,527.7
AP428,"24""",622,527.7
AP428,"24""",628,401.0
AP428,"24""",629,506.6
AP428,"24""",316P,633.2
AP428,"24""",630,422.1
AP428,"24""",316S,527.7
AP428,"24""",SPECIAL,875.0
AP428,"36""",605/606,1219.0
AP428,"36""",609,1219.0
AP428,"36""",611/612,1219.0
AP428,"36""",613,1219.0
AP428,"36""",613E,597.6
AP428,"36""",622,597.6
AP428,"36""",628,454.1
AP428,"36""",629,573.6
AP428,"36""",316P,717.1
AP428,"36""",630,478.0
AP428,"36""",316S,597.6
AP428,"36""",SPECIAL,948.5
AP428,"48""",605/606,1360.0
AP428,"48""",609,1360.0
AP428,"48""",611/612,1360.0
AP428,"48""",613,1360.0
AP428,"48""",613E,666.7
AP428,"48""",622,666.7
AP428,"48""",628,506.7
AP428,"48""",629,640.0
AP428,"48""",316P,800.0
AP428,"48""",630,533.3
AP428,"48""",316S,666.7
AP428,"48""",SPECIAL,1023.3
AP428,"60""",605/606,1467.4
AP428,"60""",609,1467.4
AP428,"60""",611/612,1467.4
AP428,"60""",613,1467.4
AP428,"60""",613E,719.3
AP428,"60""",622,719.3
AP428,"60""",628,546.7
AP428,"60""",629,690.6
AP428,"60""",316P,863.2
AP428,"60""",630,575.5
AP428,"60""",316S,719.3
AP428,"60""",SPECIAL,1068.1
AP428,"72""",605/606,1554.7
AP428,"72""",609,1554.7
AP428,"72""",611/612,1554.7
AP428,"72""",613,1554.7
AP428,"72""",613E,762.1
AP428,"72""",622,762.1
AP428,"72""",628,579.2
AP428,"72""",629,731.6
AP428,"72""",316P,914.6
AP428,"72""",630,609.7
AP428,"72""",316S,762.1
AP428,"72""",SPECIAL,1117.6
AP428,"84""",605/606,1660.3
AP428,"84""",609,1660.3
AP428,"84""",611/612,1660.3
AP428,"84""",613,1660.3
AP428,"84""",613E,813.9
AP428,"84""",622,813.9
AP428,"84""",628,618.5
AP428,"84""",629,781.3
AP428,"84""",316P,976.6
AP428,"84""",630,651.1
AP428,"84""",316S,813.9
AP428,"84""",SPECIAL,1167.0
AP428,"96""",605/606,1753.6
AP428,"96""",609,1753.6
AP428,"96""",611/612,1753.6
AP428,"96""",613,1753.6
AP428,"96""",613E,859.6
AP428,"96""",622,859.6
AP428,"96""",628,653.3
AP428,"96""",629,825.2
AP428,"96""",316P,1031.6
AP428,"96""",630,687.7
AP428,"96""",316S,859.6
AP428,"96""",SPECIAL,1215.3
AP431,"12""",605/606,577.6
AP431,"12""",609,577.6
AP431,"12""",611/612,577.6
AP431,"12""",613,577.6
AP431,"12""",613E,283.1
AP431,"12""",622,283.1
AP431,"12""",628,215.2
AP431,"12""",629,271.8
AP431,"12""",316P,339.8
AP431,"12""",630,226.5
AP431,"12""",316S,283.1
AP431,"12""",SPECIAL,663.4
AP431,"18""",605/606,650.9
AP431,"18""",609,650.9
AP431,"18""",611/612,650.9
AP431,"18""",613,650.9
AP431,"18""",613E,319.1
AP431,"18""",622,319.1
AP431,"18""",628,242.5
AP431,"18""",629,306.3
AP431,"18""",316P,382.9
AP431,"18""",630,255.3
AP431,"18""",316S,319.1
AP431,"18""",SPECIAL,699.0
AP431,"24""",605/606,724.2
AP431,"24""",609,724.2
AP431,"24""",611/612,724.2
AP431,"24""",613,724.2
AP431,"24""",613E,355.0
AP431,"24""",622,355.0
AP431,"24""",628,269.8
AP431,"24""",629,340.8
AP431,"24""",316P,426.0
AP431,"24""",630,284.0
AP431,"24""",316S,355.0
AP431,"24""",SPECIAL,735.8
AP431,"36""",605/606,870.8
AP431,"36""",609,870.8
AP431,"36""",611/612,870.8
AP431,"36""",613,870.8
AP431,"36""",613E,426.9
AP431,"36""",622,426.9
AP431,"36""",628,324.4
AP431,"36""",629,409.8
AP431,"36""",316P,512.3
AP431,"36""",630,341.5
AP431,"36""",316S,426.9
AP431,"36""",SPECIAL,812.9
AP431,"48""",605/606,1005.3
AP431,"48""",609,1005.3
AP431,"48""",611/612,1005.3
AP431,"48""",613,1005.3
AP431,"48""",613E,492.8
AP431,"48""",622,492.8
AP431,"48""",628,374.5
AP431,"48""",629,473.1
AP431,"48""",316P,591.4
AP431,"48""",630,394.3
AP431,"48""",316S,492.8
AP431,"48""",SPECIAL,888.8
AP431,"60""",605/606,1107.3
AP431,"60""",609,1107.3
AP431,"60""",611/612,1107.3
AP431,"60""",613,1107.3
AP431,"60""",613E,542.8
AP431,"60""",622,542.8
AP431,"60""",628,412.5
AP431,"60""",629,521.1
AP431,"60""",316P,651.4
AP431,"60""",630,434.3
AP431,"60""",316S,542.8
AP431,"60""",SPECIAL,937.0
AP431,"72""",605/606,1198.5
AP431,"72""",609,1198.5
AP431,"72""",611/612,1198.5
AP431,"72""",613,1198.5
AP431,"72""",613E,587.5
AP431,"72""",622,587.5
AP431,"72""",628,446.5
AP431,"72""",629,564.0
AP431,"72""",316P,705.0
AP431,"72""",630,470.0
AP431,"72""",316S,587.5
AP431,"72""",SPECIAL,987.6
AP431,"84""",605/606,1292.8
AP431,"84""",609,1292.8
AP431,"84""",611/612,1292.8
AP431,"84""",613,1292.8
AP431,"84""",613E,633.8
AP431,"84""",622,633.8
AP431,"84""",628,481.6
AP431,"84""",629,608.4
AP431,"84""",316P,760.5
AP431,"84""",630,507.0
AP431,"84""",316S,633.8
AP431,"84""",SPECIAL,1038.2
AP432,"96""",605/606,1396.1
AP432,"96""",609,1396.1
AP432,"96""",611/612,1396.1
AP432,"96""",613,1396.1
AP432,"96""",613E,684.4
AP432,"96""",622,684.4
AP432,"96""",628,520.1
AP432,"96""",629,657.0
AP432,"96""",316P,821.3
AP432,"96""",630,547.5
AP432,"96""",316S,684.4
AP432,"96""",SPECIAL,1084.2
AP432,"12""",605/606,687.3
AP432,"12""",609,687.3
AP432,"12""",611/612,687.3
AP432,"12""",613,687.3
AP432,"12""",613E,336.9
AP432,"12""",622,336.9
AP432,"12""",628,256.1
AP432,"12""",629,323.4
AP432,"12""",316P,404.3
AP432,"12""",630,269.5
AP432,"12""",316S,336.9
AP432,"12""",SPECIAL,702.5
AP432,"18""",605/606,755.0
AP432,"18""",609,755.0
AP432,"18""",611/612,755.0
AP432,"18""",613,755.0
AP432,"18""",613E,370.1
AP432,"18""",622,370.1
AP432,"18""",628,281.3
AP432,"18""",629,355.3
AP432,"18""",316P,444.1
AP432,"18""",630,296.1
AP432,"18""",316S,370.1
AP432,"18""",SPECIAL,738.1
AP432,"24""",605/606,832.8
AP432,"24""",609,832.8
AP432,"24""",611/612,832.8
AP432,"24""",613,832.8
AP432,"24""",613E,408.2
AP432,"24""",622,408.2
AP432,"24""",628,310.3
AP432,"24""",629,391.9
AP432,"24""",316P,489.9
AP432,"24""",630,326.6
AP432,"24""",316S,408.2
AP432,"24""",SPECIAL,774.9
AP432,"36""",605/606,975.3
AP432,"36""",609,975.3
AP432,"36""",611/612,975.3
AP432,"36""",613,975.3
AP432,"36""",613E,478.1
AP432,"36""",622,478.1
AP432,"36""",628,363.4
AP432,"36""",629,459.0
AP432,"36""",316P,573.7
AP432,"36""",630,382.5
AP432,"36""",316S,478.1
AP432,"36""",SPECIAL,852.0
AP432,"48""",605/606,1105.9
AP432,"48""",609,1105.9
AP432,"48""",611/612,1105.9
AP432,"48""",613,1105.9
AP432,"48""",613E,542.1
AP432,"48""",622,542.1
AP432,"48""",628,412.0
AP432,"48""",629,520.4
AP432,"48""",316P,650.5
AP432,"48""",630,433.7
AP432,"48""",316S,542.1
AP432,"48""",SPECIAL,927.8
AP432,"60""",605/606,1207.0
AP432,"60""",609,1207.0
AP432,"60""",611/612,1207.0
AP432,"60""",613,1207.0
AP432,"60""",613E,591.7
AP432,"60""",622,591.7
AP432,"60""",628,449.7
AP432,"60""",629,568.0
AP432,"60""",316P,710.0
AP432,"60""",630,473.3
AP432,"60""",316S,591.7
AP432,"60""",SPECIAL,976.1
AP432,"72""",605/606,1306.4
AP432,"72""",609,1306.4
AP432,"72""",611/612,1306.4
AP432,"72""",613,1306.4
AP432,"72""",613E,640.4
AP432,"72""",622,640.4
AP432,"72""",628,486.7
AP432,"72""",629,614.8
AP432,"72""",316P,768.5
AP432,"72""",630,512.3
AP432,"72""",316S,640.4
AP432,"72""",SPECIAL,1026.7
AP432,"84""",605/606,1396.3
AP432,"84""",609,1396.3
AP432,"84""",611/612,1396.3
AP432,"84""",613,1396.3
AP432,"84""",613E,684.5
AP432,"84""",622,684.5
AP432,"84""",628,520.2
AP432,"84""",629,657.1
AP432,"84""",316P,821.3
AP432,"84""",630,547.6
AP432,"84""",316S,684.5
AP432,"84""",SPECIAL,1077.3
AP432,"96""",605/606,1493.9
AP432,"96""",609,1493.9
AP432,"96""",611/612,1493.9
AP432,"96""",613,1493.9
AP432,"96""",613E,732.3
AP432,"96""",622,732.3
AP432,"96""",628,556.5
AP432,"96""",629,703.0
AP432,"96""",316P,878.7
AP432,"96""",630,585.8
AP432,"96""",316S,732.3
AP432,"96""",SPECIAL,1123.3
AP433,"12""",605/606,687.3
AP433,"12""",609,687.3
AP433,"12""",611/612,687.3
AP433,"12""",613,687.3
AP433,"12""",613E,336.9
AP433,"12""",622,336.9
AP433,"12""",628,256.1
AP433,"12""",629,323.4
AP433,"12""",316P,404.3
AP433,"12""",630,269.5
AP433,"12""",316S,336.9
AP433,"12""",SPECIAL,702.5
AP433,"18""",605/606,755.0
AP433,"18""",609,755.0
AP433,"18""",611/612,755.0
AP433,"18""",613,755.0
AP433,"18""",613E,370.1
AP433,"18""",622,370.1
AP433,"18""",628,281.3
AP433,"18""",629,355.3
AP433,"18""",316P,444.1
AP433,"18""",630,296.1
AP433,"18""",316S,370.1
AP433,"18""",SPECIAL,738.1
AP433,"24""",605/606,832.8
AP433,"24""",609,832.8
AP433,"24""",611/612,832.8
AP433,"24""",613,832.8
AP433,"24""",613E,408.2
AP433,"24""",622,408.2
AP433,"24""",628,310.3
AP433,"24""",629,391.9
AP433,"24""",316P,489.9
AP433,"24""",630,326.6
AP433,"24""",316S,408.2
AP433,"24""",SPECIAL,774.9
AP433,"36""",605/606,975.3
AP433,"36""",609,975.3
AP433,"36""",611/612,975.3
AP433,"36""",613,975.3
AP433,"36""",613E,478.1
AP433,"36""",622,478.1
AP433,"36""",628,363.4
AP433,"36""",629,459.0
AP433,"36""",316P,573.7
AP433,"36""",630,382.5
AP433,"36""",316S,478.1
AP433,"36""",SPECIAL,852.0
AP433,"48""",605/606,1105.9
AP433,"48""",609,1105.9
AP433,"48""",611/612,1105.9
AP433,"48""",613,1105.9
AP433,"48""",613E,542.1
AP433,"48""",622,542.1
AP433,"48""",628,412.0
AP433,"48""",629,520.4
AP433,"48""",316P,650.5
AP433,"48""",630,433.7
AP433,"48""",316S,542.1
AP433,"48""",SPECIAL,927.8
AP433,"60""",605/606,1207.0
AP433,"60""",609,1207.0
AP433,"60""",611/612,1207.0
AP433,"60""",613,1207.0
AP433,"60""",613E,591.7
AP433,"60""",622,591.7
AP433,"60""",628,449.7
AP433,"60""",629,568.0
AP433,"60""",316P,710.0
AP433,"60""",630,473.3
AP433,"60""",316S,591.7
AP433,"60""",SPECIAL,976.1
AP433,"72""",605/606,1306.4
AP433,"72""",609,1306.4
AP433,"72""",611/612,1306.4
AP433,"72""",613,1306.4
AP433,"72""",613E,640.4
AP433,"72""",622,640.4
AP433,"72""",628,486.7
AP433,"72""",629,614.8
AP433,"72""",316P,768.5
AP433,"72""",630,512.3
AP433,"72""",316S,640.4
AP433,"72""",SPECIAL,1026.7
AP433,"84""",605/606,1396.3
AP433,"84""",609,1396.3
AP433,"84""",611/612,1396.3
AP433,"84""",613,1396.3
AP433,"84""",613E,684.5
AP433,"84""",622,684.5
AP433,"84""",628,520.2
AP433,"84""",629,657.1
AP433,"84""",316P,821.3
AP433,"84""",630,547.6
AP433,"84""",316S,684.5
AP433,"84""",SPECIAL,1077.3
AP433,"96""",605/606,1493.9
AP433,"96""",609,1493.9
AP433,"96""",611/612,1493.9
AP433,"96""",613,1493.9
AP433,"96""",613E,732.3
AP433,"96""",622,732.3
AP433,"96""",628,556.5
AP433,"96""",629,703.0
AP433,"96""",316P,878.7
AP433,"96""",630,585.8
AP433,"96""",316S,732.3
AP433,"96""",SPECIAL,1123.3
AP434,"12""",605/606,797.1
AP434,"12""",609,797.1
AP434,"12""",611/612,797.1
AP434,"12""",613,797.1
AP434,"12""",613E,390.7
AP434,"12""",622,390.7
AP434,"12""",628,296.9
AP434,"12""",629,375.1
AP434,"12""",316P,468.9
AP434,"12""",630,312.6
AP434,"12""",316S,390.7
AP434,"12""",SPECIAL,741.6
AP434,"18""",605/606,865.7
AP434,"18""",609,865.7
AP434,"18""",611/612,865.7
AP434,"18""",613,865.7
AP434,"18""",613E,424.4
AP434,"18""",622,424.4
AP434,"18""",628,322.5
AP434,"18""",629,407.4
AP434,"18""",316P,509.2
AP434,"18""",630,339.5
AP434,"18""",316S,424.4
AP434,"18""",SPECIAL,777.2
AP434,"24""",605/606,941.5
AP434,"24""",609,941.5
AP434,"24""",611/612,941.5
AP434,"24""",613,941.5
AP434,"24""",613E,461.5
AP434,"24""",622,461.5
AP434,"24""",628,350.7
AP434,"24""",629,443.0
AP434,"24""",316P,553.8
AP434,"24""",630,369.2
AP434,"24""",316S,461.5
AP434,"24""",SPECIAL,814.0
AP434,"36""",605/606,1079.8
AP434,"36""",609,1079.8
AP434,"36""",611/612,1079.8
AP434,"36""",613,1079.8
AP434,"36""",613E,529.3
AP434,"36""",622,529.3
AP434,"36""",628,402.3
AP434,"36""",629,508.2
AP434,"36""",316P,635.2
AP434,"36""",630,423.5
AP434,"36""",316S,529.3
AP434,"36""",SPECIAL,891.1
AP434,"48""",605/606,1216.5
AP434,"48""",609,1216.5
AP434,"48""",611/612,1216.5
AP434,"48""",613,1216.5
AP434,"48""",613E,596.3
AP434,"48""",622,596.3
AP434,"48""",628,453.2
AP434,"48""",629,572.5
AP434,"48""",316P,715.6
AP434,"48""",630,477.0
AP434,"48""",316S,596.3
AP434,"48""",SPECIAL,966.9
AP434,"60""",605/606,1317.7
AP434,"60""",609,1317.7
AP434,"60""",611/612,1317.7
AP434,"60""",613,1317.7
AP434,"60""",613E,645.9
AP434,"60""",622,645.9
AP434,"60""",628,490.9
AP434,"60""",629,620.1
AP434,"60""",316P,775.1
AP434,"60""",630,516.8
AP434,"60""",316S,645.9
AP434,"60""",SPECIAL,1015.2
AP434,"72""",605/606,1402.2
AP434,"72""",609,1402.2
AP434,"72""",611/612,1402.2
AP434,"72""",613,1402.2
AP434,"72""",613E,687.4
AP434,"72""",622,687.4
AP434,"72""",628,522.4
AP434,"72""",629,659.9
AP434,"72""",316P,824.8
AP434,"72""",630,549.9
AP434,"72""",316S,687.4
AP434,"72""",SPECIAL,1065.8
AP434,"84""",605/606,1499.7
AP434,"84""",609,1499.7
AP434,"84""",611/612,1499.7
AP434,"84""",613,1499.7
AP434,"84""",613E,735.1
AP434,"84""",622,735.1
AP434,"84""",628,558.7
AP434,"84""",629,705.7
AP434,"84""",316P,882.2
AP434,"84""",630,588.1
AP434,"84""",316S,735.1
AP434,"84""",SPECIAL,1116.4
AP435,"96""",605/606,1605.5
AP435,"96""",609,1605.5
AP435,"96""",611/612,1605.5
AP435,"96""",613,1605.5
AP435,"96""",613E,787.0
AP435,"96""",622,787.0
AP435,"96""",628,598.1
AP435,"96""",629,755.5
AP435,"96""",316P,944.4
AP435,"96""",630,629.6
AP435,"96""",316S,787.0
AP435,"96""",SPECIAL,1162.4
AP435,"12""",605/606,901.0
AP435,"12""",609,901.0
AP435,"12""",611/612,901.0
AP435,"12""",613,901.0
AP435,"12""",613E,441.7
AP435,"12""",622,441.7
AP435,"12""",628,335.7
AP435,"12""",629,424.0
AP435,"12""",316P,530.0
AP435,"12""",630,353.3
AP435,"12""",316S,441.7
AP435,"12""",SPECIAL,779.5
AP435,"18""",605/606,976.3
AP435,"18""",609,976.3
AP435,"18""",611/612,976.3
AP435,"18""",613,976.3
AP435,"18""",613E,478.6
AP435,"18""",622,478.6
AP435,"18""",628,363.7
AP435,"18""",629,459.5
AP435,"18""",316P,574.3
AP435,"18""",630,382.9
AP435,"18""",316S,478.6
AP435,"18""",SPECIAL,816.3
AP435,"24""",605/606,1042.8
AP435,"24""",609,1042.8
AP435,"24""",611/612,1042.8
AP435,"24""",613,1042.8
AP435,"24""",613E,511.2
AP435,"24""",622,511.2
AP435,"24""",628,388.5
AP435,"24""",629,490.8
AP435,"24""",316P,613.4
AP435,"24""",630,409.0
AP435,"24""",316S,511.2
AP435,"24""",SPECIAL,853.1
AP435,"36""",605/606,1184.3
AP435,"36""",609,1184.3
AP435,"36""",611/612,1184.3
AP435,"36""",613,1184.3
AP435,"36""",613E,580.6
AP435,"36""",622,580.6
AP435,"36""",628,441.2
AP435,"36""",629,557.3
AP435,"36""",316P,696.7
AP435,"36""",630,464.4
AP435,"36""",316S,580.6
AP435,"36""",SPECIAL,929.0
AP435,"48""",605/606,1317.0
AP435,"48""",609,1317.0
AP435,"48""",611/612,1317.0
AP435,"48""",613,1317.0
AP435,"48""",613E,645.6
AP435,"48""",622,645.6
AP435,"48""",628,490.6
AP435,"48""",629,619.8
AP435,"48""",316P,774.7
AP435,"48""",630,516.5
AP435,"48""",316S,645.6
AP435,"48""",SPECIAL,1006.0
AP435,"60""",605/606,1417.4
AP435,"60""",609,1417.4
AP435,"60""",611/612,1417.4
AP435,"60""",613,1417.4
AP435,"60""",613E,694.8
AP435,"60""",622,694.8
AP435,"60""",628,528.0
AP435,"60""",629,667.0
AP435,"60""",316P,833.8
AP435,"60""",630,555.8
AP435,"60""",316S,694.8
AP435,"60""",SPECIAL,1054.3
AP435,"72""",605/606,1510.1
AP435,"72""",609,1510.1
AP435,"72""",611/612,1510.1
AP435,"72""",613,1510.1
AP435,"72""",613E,740.3
AP435,"72""",622,740.3
AP435,"72""",628,562.6
AP435,"72""",629,710.6
AP435,"72""",316P,888.3
AP435,"72""",630,592.2
AP435,"72""",316S,740.3
AP435,"72""",SPECIAL,1104.9
AP435,"84""",605/606,1603.1
AP435,"84""",609,1603.1
AP435,"84""",611/612,1603.1
AP435,"84""",613,1603.1
AP435,"84""",613E,785.8
AP435,"84""",622,785.8
AP435,"84""",628,597.2
AP435,"84""",629,754.4
AP435,"84""",316P,943.0
AP435,"84""",630,628.7
AP435,"84""",316S,785.8
AP435,"84""",SPECIAL,1155.5
AP436,"96""",605/606,1703.3
AP436,"96""",609,1703.3
AP436,"96""",611/612,1703.3
AP436,"96""",613,1703.3
AP436,"96""",613E,834.9
AP436,"96""",622,834.9
AP436,"96""",628,634.6
AP436,"96""",629,801.5
AP436,"96""",316P,1001.9
AP436,"96""",630,667.9
AP436,"96""",316S,834.9
AP436,"96""",SPECIAL,1201.5
AP436,"12""",605/606,1010.8
AP436,"12""",609,1010.8
AP436,"12""",611/612,1010.8
AP436,"12""",613,1010.8
AP436,"12""",613E,495.5
AP436,"12""",622,495.5
AP436,"12""",628,376.6
AP436,"12""",629,475.6
AP436,"12""",316P,594.6
AP436,"12""",630,396.4
AP436,"12""",316S,495.5
AP436,"12""",SPECIAL,818.6
AP436,"18""",605/606,1080.5
AP436,"18""",609,1080.5
AP436,"18""",611/612,1080.5
AP436,"18""",613,1080.5
AP436,"18""",613E,529.6
AP436,"18""",622,529.6
AP436,"18""",628,402.5
AP436,"18""",629,508.5
AP436,"18""",316P,635.6
AP436,"18""",630,423.7
AP436,"18""",316S,529.6
AP436,"18""",SPECIAL,855.4
AP436,"24""",605/606,1151.5
AP436,"24""",609,1151.5
AP436,"24""",611/612,1151.5
AP436,"24""",613,1151.5
AP436,"24""",613E,564.5
AP436,"24""",622,564.5
AP436,"24""",628,429.0
AP436,"24""",629,541.9
AP436,"24""",316P,677.3
AP436,"24""",630,451.6
AP436,"24""",316S,564.5
AP436,"24""",SPECIAL,892.2
AP436,"36""",605/606,1288.8
AP436,"36""",609,1288.8
AP436,"36""",611/612,1288.8
AP436,"36""",613,1288.8
AP436,"36""",613E,631.8
AP436,"36""",622,631.8
AP436,"36""",628,480.1
AP436,"36""",629,606.5
AP436,"36""",316P,758.1
AP436,"36""",630,505.4
AP436,"36""",316S,631.8
AP436,"36""",SPECIAL,968.1
AP436,"48""",605/606,1417.5
AP436,"48""",609,1417.5
