model,description,finish,price
MasterCraft Bronze Pull Plate,,DB,1432.6
MasterCraft Bronze Pull Plate,,SB,1432.6
MasterCraft Bronze Pull Plate,,SNB,1432.6
MasterCraft Bronze Pull Plate,,612,1432.6
MasterCraft Bronze Pull Plate,,613,1432.6
MasterCraft Bronze Push Plate,,DB,817.5
MasterCraft Bronze Push Plate,,SB,817.5
MasterCraft Bronze Push Plate,,SNB,817.5
MasterCraft Bronze Push Plate,,612,817.5
MasterCraft Bronze Push Plate,,613,817.5
STANLEY MasterCraft Bronze Push Plate,,DB,855.4
STANLEY MasterCraft Bronze Push Plate,,SB,855.4
STANLEY MasterCraft Bronze Push Plate,,SNB,855.4
STANLEY MasterCraft Bronze Push Plate,,612,855.4
STANLEY MasterCraft Bronze Push Plate,,613,855.4
PIERCE Classic Pull Plate,,DB,1177.3
PIERCE Classic Pull Plate,,SB,1177.3
PIERCE Classic Pull Plate,,SNB,1177.3
PIERCE Classic Pull Plate,,612,1177.3
PIERCE Classic Pull Plate,,613,1177.3
LAVA Classic Push Plate,,DB,855.4
LAVA Classic Push Plate,,SB,855.4
LAVA Classic Push Plate,,SNB,855.4
LAVA Classic Push Plate,,612,855.4
LAVA Classic Push Plate,,613,855.4
LAVA - CAIRO Classic Pull Plate,,DB,1425.7
LAVA - CAIRO Classic Pull Plate,,SB,1425.7
LAVA - CAIRO Classic Pull Plate,,SNB,1425.7
LAVA - CAIRO Classic Pull Plate,,612,1425.7
LAVA - CAIRO Classic Pull Plate,,613,1425.7
35 Classic Door Pull,,DB,1198.0
35 Classic Door Pull,,SB,1198.0
35 Classic Door Pull,,SNB,1198.0
35 Classic Door Pull,,612,1198.0
35 Classic Door Pull,,613,1198.0
WENDELL MasterCraft Bronze Push Plate,,DB,779.5
WENDELL MasterCraft Bronze Push Plate,,SB,779.5
WENDELL MasterCraft Bronze Push Plate,,SNB,779.5
WENDELL MasterCraft Bronze Push Plate,,612,779.5
WENDELL MasterCraft Bronze Push Plate,,613,779.5
WENDELL MasterCraft Bronze Pull Plate,,DB,912.9
WENDELL MasterCraft Bronze Pull Plate,,SB,912.9
WENDELL MasterCraft Bronze Pull Plate,,SNB,912.9
WENDELL MasterCraft Bronze Pull Plate,,612,912.9
WENDELL MasterCraft Bronze Pull Plate,,613,912.9
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",605,24.1
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",613,24.1
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",613E,24.1
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",622,31.0
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",625,24.1
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",626,24.1
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",628,24.1
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",629,24.1
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",630,21.8
BP1,"1"" dia. Back Plate, 1/4"" dia. hole",SPECIAL,34.5
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",605,25.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",613,25.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",613E,25.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",622,33.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",625,25.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",626,25.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",628,25.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",629,25.3
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",630,24.1
BP2,"1-1/4"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,36.8
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",605,27.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",613,27.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",613E,27.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",622,35.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",625,27.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",626,27.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",628,27.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",629,27.6
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",630,25.3
BP3,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,37.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",605,29.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",613,29.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",613E,29.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",622,39.1
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",625,29.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",626,29.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",628,29.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",629,29.9
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",630,27.6
BP4,"2"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,40.2
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",605,23.0
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",613,23.0
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",613E,23.0
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",622,29.9
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",625,23.0
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",626,23.0
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",628,23.0
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",629,23.0
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",630,20.7
BP5,"3/4"" dia. Back Plate, 1/4"" dia. hole",SPECIAL,33.3
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",605,24.1
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",613,24.1
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",613E,24.1
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",622,31.0
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",625,24.1
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",626,24.1
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",628,24.1
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",629,24.1
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",630,21.8
BP6,"1"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,34.5
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",605,23.0
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",613,23.0
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",613E,23.0
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",622,29.9
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",625,23.0
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",626,23.0
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",628,23.0
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",629,23.0
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",630,20.7
BP7,"3/4"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,33.3
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",605,23.0
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",613,23.0
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",613E,23.0
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",622,29.9
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",625,23.0
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",626,23.0
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",628,23.0
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",629,23.0
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",630,20.7
BP8,"1/2"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,33.3
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",605,29.9
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",613,29.9
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",613E,29.9
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",622,39.1
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",625,29.9
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",626,29.9
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",628,29.9
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",629,29.9
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",630,27.6
BP9,"1-3/4"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,40.2
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",605,27.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",613,27.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",613E,27.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",622,35.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",625,27.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",626,27.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",628,27.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",629,27.6
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",630,25.3
BP10,"1-1/2"" dia. Back Plate, 5/16"" dia. hole",SPECIAL,37.9
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",605,24.1
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",613,24.1
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",613E,24.1
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",622,31.0
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",625,24.1
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",626,24.1
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",628,24.1
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",629,24.1
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",630,21.8
BP11,"1"" dia. Back Plate, 7/16"" dia. hole",SPECIAL,34.5
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",605,25.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",613,25.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",613E,25.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",622,33.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",625,25.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",626,25.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",628,25.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",629,25.3
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",630,24.1
BP12,"1-1/4"" dia. Back Plate, 7/16"" dia. hole",SPECIAL,36.8
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",605,27.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",613,27.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",613E,27.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",622,35.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",625,27.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",626,27.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",628,27.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",629,27.6
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",630,25.3
BP13,"1-1/2"" dia. Back Plate, 7/16"" dia. hole",SPECIAL,37.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",605,29.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",613,29.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",613E,29.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",622,39.1
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",625,29.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",626,29.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",628,29.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",629,29.9
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",630,27.6
BP14,"2"" dia. Back Plate, 1/4"" dia. hole",SPECIAL,40.2
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",605,24.1
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",613,24.1
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",613E,24.1
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",622,31.0
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",625,24.1
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",626,24.1
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",628,24.1
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",629,24.1
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",630,21.8
BP15,"1"" dia. Back Plate, 3/16"" dia. hole",SPECIAL,34.5
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",605,26.4
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",613,26.4
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",613E,26.4
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",622,34.5
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",625,26.4
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",626,26.4
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",628,26.4
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",629,26.4
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",630,25.3
BP-S1,"3/4""x3/4"" Black Plate, 1/4"" dia. hole",SPECIAL,37.9
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",605,28.7
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",613,28.7
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",613E,28.7
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",622,37.9
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",625,28.7
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",626,28.7
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",628,28.7
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",629,28.7
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",630,26.4
BP-S2,"1""x1"" Black Plate, 5/16"" dia. hole",SPECIAL,40.2
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",605,28.7
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",613,28.7
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",613E,28.7
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",622,37.9
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",625,28.7
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",626,28.7
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",628,28.7
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",629,28.7
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",630,27.6
BP-S3,"1-1/4""x1-1/4"" Black Plate, 5/16"" dia. hole",SPECIAL,40.2
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",605,27.6
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",613,27.6
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",613E,27.6
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",622,35.7
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",625,27.6
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",626,27.6
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",628,27.6
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",629,27.6
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",630,25.3
BP-S4,"1/2""x1-1/4"" Black Plate, 1/4"" dia. hole",SPECIAL,39.1
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",605,28.8
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",613,28.8
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",613E,28.8
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",622,37.9
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",625,28.8
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",626,28.8
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",628,28.8
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",629,28.8
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",630,27.6
BP-S5,"1""x1-1/2"" Black Plate, 5/16"" dia. hole",SPECIAL,40.3
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",605,29.9
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",613,29.9
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",613E,29.9
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",622,39.1
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",625,29.9
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",626,29.9
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",628,29.9
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",629,29.9
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",630,27.6
BP-S6,"1""x2"" Black Plate, 5/16"" dia. hole",SPECIAL,41.4
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",605,31.1
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",613,31.1
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",613E,31.1
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",622,40.3
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",625,31.1
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",626,31.1
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",628,31.1
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",629,31.1
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",630,28.8
BP-S7,"1-1/2""x1-1/2"" Black Plate, 5/16"" dia. hole",SPECIAL,42.6
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",605,28.8
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",613,28.8
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",613E,28.8
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",622,37.9
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",625,28.8
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",626,28.8
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",628,28.8
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",629,28.8
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",630,26.5
BP-S8,"3/4""x1-1/2"" Black Plate, 1/4"" dia. hole",SPECIAL,40.3
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",605,29.9
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",613,29.9
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",613E,29.9
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",622,39.1
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",625,29.9
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",626,29.9
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",628,29.9
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",629,29.9
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",630,28.8
BP-S9,"1-1/4""x1-3/4"" Black Plate, 5/16"" dia. hole",SPECIAL,41.4
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",605,31.1
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",613,31.1
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",613E,31.1
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",622,40.3
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",625,31.1
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",626,31.1
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",628,31.1
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",629,31.1
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",630,28.8
BP-S10,"1-1/4""x2-1/4"" Black Plate, 5/16"" dia. hole",SPECIAL,42.6
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",605,28.8
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",613,28.8
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",613E,28.8
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",622,37.9
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",625,28.8
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",626,28.8
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",628,28.8
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",629,28.8
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",630,26.5
BP-S11,"1""x1"" Black Plate, 1/4"" dia. hole",SPECIAL,40.3
57,"Classic Pull - 8"" ctc",605,499.0
57,"Classic Pull - 8"" ctc",613,499.0
57,"Classic Pull - 8"" ctc",613E,499.0
57,"Classic Pull - 8"" ctc",622,648.5
57,"Classic Pull - 8"" ctc",625,499.0
57,"Classic Pull - 8"" ctc",626,481.7
57,"Classic Pull - 8"" ctc",SPECIAL,624.3
58,"Classic Pull - 8"" ctc",605,396.7
58,"Classic Pull - 8"" ctc",613,396.7
58,"Classic Pull - 8"" ctc",613E,396.7
58,"Classic Pull - 8"" ctc",622,516.2
58,"Classic Pull - 8"" ctc",625,396.7
58,"Classic Pull - 8"" ctc",626,382.9
58,"Classic Pull - 8"" ctc",SPECIAL,594.4
59,"Classic Pull - 10"" ctc",605,441.5
59,"Classic Pull - 10"" ctc",613,441.5
59,"Classic Pull - 10"" ctc",613E,441.5
59,"Classic Pull - 10"" ctc",622,573.8
59,"Classic Pull - 10"" ctc",625,441.5
59,"Classic Pull - 10"" ctc",626,427.7
59,"Classic Pull - 10"" ctc",SPECIAL,551.9
242,Flush Pull,605,14.2
242,Flush Pull,613,14.2
242,Flush Pull,613E,14.9
242,Flush Pull,622,19.5
242,Flush Pull,625,16.1
242,Flush Pull,626,12.8
242,Flush Pull,SPECIAL,19.5
243T,"Cane Bolt - Top - 15""",605,573.7
243T,"Cane Bolt - Top - 15""",613,573.7
243T,"Cane Bolt - Top - 15""",625,573.7
243T,"Cane Bolt - Top - 15""",626,573.7
243T,"Cane Bolt - Top - 15""",SPECIAL,719.7
244B,"Cane Bolt - Bottom - 30""",605,756.5
244B,"Cane Bolt - Bottom - 30""",613,756.5
244B,"Cane Bolt - Bottom - 30""",625,756.5
244B,"Cane Bolt - Bottom - 30""",626,756.5
244B,"Cane Bolt - Bottom - 30""",SPECIAL,943.9
248,Flush Pull,605,16.1
248,Flush Pull,613,16.1
248,Flush Pull,613E,16.1
248,Flush Pull,622,20.7
248,Flush Pull,625,16.1
248,Flush Pull,626,13.8
248,Flush Pull,SPECIAL,20.7
248,Flush Pull,SPECIAL,86.3
507,ADA Restroom Sign - Men - Braille,SPECIAL,86.3
508,ADA Restroom Sign-Women-Braille,SPECIAL,94.3
527,ADA Restroom Sign-Men/HC-Braille,SPECIAL,94.3
528,ADA Restroom Sign-Women/HC-,SPECIAL,94.3
529,ADA Restroom Sign-Unisex/HC-Braille,SPECIAL,94.3
553,Drawer Pull,605,38.9
553,Drawer Pull,613,38.9
553,Drawer Pull,613E,34.5
553,Drawer Pull,622,51.4
553,Drawer Pull,625,41.9
553,Drawer Pull,626,38.9
553,Drawer Pull,710CU,78.2
553,Drawer Pull,SPECIAL,58.6
562-3,Drawer Pull,605,14.9
562-3,Drawer Pull,613,14.9
562-3,Drawer Pull,613E,14.9
562-3,Drawer Pull,622,19.5
562-3,Drawer Pull,625,14.9
562-3,Drawer Pull,626,13.8
562-3,Drawer Pull,629,17.2
562-3,Drawer Pull,630,13.8
562-3,Drawer Pull,710CU,27.6
562-3,Drawer Pull,SPECIAL,20.7
562-4,Drawer Pull,605,17.2
562-4,Drawer Pull,613,21.1
562-4,Drawer Pull,613E,28.3
562-4,Drawer Pull,622,28.3
562-4,Drawer Pull,625,16.1
562-4,Drawer Pull,626,13.1
562-4,Drawer Pull,629,26.4
562-4,Drawer Pull,630,13.2
562-4,Drawer Pull,710CU,43.7
562-4,Drawer Pull,SPECIAL,32.2
562-96(mm),Drawer Pull,605,26.4
562-96(mm),Drawer Pull,613,26.4
562-96(mm),Drawer Pull,613E,26.4
562-96(mm),Drawer Pull,622,34.5
562-96(mm),Drawer Pull,625,26.4
562-96(mm),Drawer Pull,626,26.4
562-96(mm),Drawer Pull,629,32.2
562-96(mm),Drawer Pull,630,26.4
562-96(mm),Drawer Pull,710CU,52.9
562-96(mm),Drawer Pull,SPECIAL,40.2
620,Door Knocker,605,109.2
620,Door Knocker,613,109.2
620,Door Knocker,613E,109.2
620,Door Knocker,622,79.4
620,Door Knocker,625,109.2
620,Door Knocker,626,44.0
620,Door Knocker,SPECIAL,134.5
620V,With Viewer (975),605,141.4
620V,With Viewer (975),613,141.4
620V,With Viewer (975),613E,141.4
620V,With Viewer (975),622,184.0
620V,With Viewer (975),625,141.4
620V,With Viewer (975),626,139.1
620V,With Viewer (975),SPECIAL,177.1
620VE,With Engraving (3 characters),605,175.9
620VE,With Engraving (3 characters),613,175.9
620VE,With Engraving (3 characters),613E,175.9
620VE,With Engraving (3 characters),622,228.8
620VE,With Engraving (3 characters),625,175.9
620VE,With Engraving (3 characters),626,173.6
620VE,With Engraving (3 characters),SPECIAL,219.6
621,Door Knocker,605,154.1
621,Door Knocker,613,154.1
621,Door Knocker,613E,154.1
621,Door Knocker,622,128.95
621,Door Knocker,625,154.1
621,Door Knocker,626,69.15
621,Door Knocker,SPECIAL,190.9
621V,With Viewer (975),605,197.8
621V,With Viewer (975),613,197.8
621V,With Viewer (975),613E,197.8
621V,With Viewer (975),622,257.5
621V,With Viewer (975),625,197.8
621V,With Viewer (975),626,185.1
